0_10,10_20,20_30,30_40,40_50,50_60,60_70,70_80,80_90,90_100
7.944,7.96,7.988,7.832,8.056,8.928,8.14,7.944,8.144,7.944
7.96,7.928,8.064,7.772,8,8.736,8.116,7.984,8.124,8.028
8.02,8.032,8.176,7.82,8.008,8.632,8.056,7.892,8.08,8.108
7.98,7.956,8.156,7.924,8.108,8.592,8.1,7.816,7.988,7.984
7.888,7.924,8.012,7.852,8.068,8.516,8.228,7.964,8.088,7.916
7.932,7.876,8.004,7.82,7.964,8.336,8.16,8.004,8.1,8.004
8.02,7.996,8.132,7.776,8.02,8.2,8.072,7.92,8.1,8.084
7.984,8.028,8.152,7.84,8.128,8.188,8.068,7.8,8.016,8.056
7.884,7.932,8.048,7.824,8.06,8.176,8.132,7.908,8.096,7.916
7.932,7.88,8.016,7.74,7.976,8.056,8.108,7.98,8.128,7.988
8.008,8.02,8.132,7.78,8.016,7.952,8.012,7.928,8.12,8.092
8.008,8.036,8.184,7.86,8.1,7.964,8.024,7.768,8.04,8.068
7.896,7.964,8.068,7.86,8.076,8.024,8.088,7.88,8.076,7.904
7.872,7.832,8,7.776,7.968,7.956,8.028,7.952,8.176,7.968
7.892,7.928,8.1,7.748,7.992,7.828,7.892,7.932,8.156,8.072
7.972,8.152,8.156,7.888,8.076,7.884,7.872,7.772,8.108,8.076
8.224,8.436,8.08,7.896,8.108,7.952,7.976,7.824,8.144,7.928
8.708,8.88,8.016,7.824,8.02,7.924,7.972,7.936,8.208,7.948
9.396,9.544,8.08,7.792,8.008,7.82,7.856,7.948,8.172,8.044
10.116,10.38,8.172,7.86,8.048,7.82,7.828,7.804,8.144,8.076
10.764,10.972,8.1,7.84,8.092,7.944,7.916,7.824,8.112,7.908
11.228,11.256,7.988,7.776,8.012,7.924,7.96,7.952,8.252,7.928
11.04,10.588,8.036,7.748,7.964,7.812,7.896,7.956,8.26,8.048
9.82,9.26,8.144,7.788,8.012,7.812,7.836,7.824,8.188,8.056
8.568,8.256,8.096,7.9,8.108,7.936,7.908,7.792,8.168,7.952
7.888,7.84,8.008,7.788,8.012,7.896,7.996,7.948,8.264,7.904
7.824,7.892,8.036,7.744,7.972,7.828,7.888,7.996,8.272,8.004
7.992,8.04,8.156,7.764,8.02,7.804,7.776,7.916,8.288,8.064
7.968,8.036,8.16,7.844,8.076,7.888,7.812,7.868,8.228,8.008
7.944,8.032,8.044,7.82,8.044,7.908,8.1,8.02,8.34,7.9
8.004,8.052,8.024,7.756,7.924,7.856,8.424,8.096,8.372,8.016
8.148,8.16,8.112,7.764,8.004,7.784,8.86,8.012,8.404,8.068
8.108,8.144,8.132,7.868,8.108,7.88,9.524,7.912,8.34,8.02
8.036,8.052,8.016,7.84,8.024,7.916,10.384,8.096,8.424,7.912
8.06,7.988,7.996,7.732,7.932,7.872,11.032,8.132,8.472,7.968
8.156,8.092,8.104,7.768,8.008,7.8,11.232,8.08,8.52,8.056
8.112,8.14,8.168,7.892,8.052,7.856,10.468,7.916,8.48,8.04
8.04,8.088,8.104,7.948,8.04,7.932,9.124,8.004,8.552,7.904
8.024,7.996,8.068,7.884,7.936,7.896,8.176,8.08,8.672,7.952
8.152,8.112,8.156,7.852,7.956,7.788,7.768,8.024,8.668,8.064
8.144,8.168,8.248,7.944,8.036,7.852,7.828,7.888,8.7,8.056
8.08,8.092,8.18,7.984,8.028,7.936,7.952,7.92,8.74,7.9
8.076,8.032,8.12,7.94,7.98,7.904,8.004,8.012,8.848,7.9
8.164,8.116,8.236,7.916,7.952,7.832,7.952,7.984,8.88,8.02
8.192,8.164,8.36,8.008,8.028,7.848,7.968,7.78,8.904,8.056
8.128,8.132,8.288,8.004,8.048,7.94,8.064,7.808,8.928,7.908
8.104,8.084,8.144,7.896,7.976,7.924,8.08,7.904,9.06,7.912
8.148,8.1,8.176,7.784,7.916,7.82,8.008,7.916,9.076,8.064
8.232,8.228,8.264,7.872,8.012,7.812,7.964,7.768,9.088,8.128
