f1y01,f1y02,f1y03,f1y04,f1y05,f1y06,f1y07,f1y08,f1y09,f1y10
8.132,8.04,7.92,7.988,7.428,7.924,7.896,8.096,8.06,8.06
8.12,8.052,7.892,7.98,7.772,8.02,7.92,8.172,7.936,8.08
8.196,8.024,7.908,7.968,8.324,7.98,7.928,8.132,7.98,8.06
8.28,8.02,7.964,8.044,7.852,7.876,7.908,8.064,8,8.06
8.192,8.036,7.952,8.016,7.456,7.876,7.916,8.1,8.1,8.068
8.208,8.044,7.892,7.992,7.724,7.996,7.916,8.212,7.992,8.08
8.248,7.988,7.904,7.964,8.24,8,7.936,8.18,7.988,8.04
8.34,7.968,7.912,8.012,7.932,7.888,7.884,8.088,8.044,8.06
8.308,8.012,7.936,8.028,7.484,7.876,7.9,8.08,8.116,8.044
8.268,8.04,7.868,7.968,7.656,7.964,7.92,8.24,8.072,8.044
8.308,8.012,7.896,7.988,8.168,8.024,7.928,8.216,8.012,8.048
8.432,7.964,7.908,8.012,8.02,7.912,7.908,8.116,8.048,8.052
8.436,8.012,7.928,8.024,7.548,7.9,7.908,8.092,8.148,8.092
8.372,8.04,7.872,7.964,7.596,7.964,7.928,8.228,8.104,8.084
8.408,8.016,7.86,7.988,8.024,8.048,7.92,8.26,8.036,8.068
8.556,7.992,7.896,8.004,8.116,7.92,7.912,8.152,8.1,8.072
8.58,7.996,7.94,7.996,7.616,7.9,7.924,8.128,8.176,8.072
8.524,8.044,7.884,7.996,7.536,7.976,7.924,8.248,8.18,8.072
8.556,8.04,7.868,7.976,7.896,8.048,7.94,8.296,8.064,8.052
8.704,7.992,7.908,7.972,8.208,7.98,7.936,8.216,8.148,8.088
8.74,7.996,7.96,8.02,7.7,7.928,7.908,8.208,8.228,8.084
8.704,8.02,7.904,8,7.436,7.968,7.928,8.288,8.268,8.064
8.772,8.032,7.86,7.984,7.788,8.04,7.948,8.36,8.164,8.084
8.912,7.992,7.896,7.968,8.276,8,7.968,8.3,8.216,8.064
8.988,8.008,7.932,8.036,7.784,7.912,7.964,8.256,8.28,8.088
8.94,8.012,7.912,8.036,7.412,7.972,7.952,8.312,8.34,8.1
8.96,8.048,7.868,7.976,7.752,8.036,8.012,8.42,8.224,8.068
9.044,8,7.892,7.98,8.288,8.016,8.08,8.38,8.284,8.08
9.176,8,7.94,8.036,7.876,7.932,8.136,8.332,8.368,8.108
9.104,8.032,7.92,8.04,7.38,7.936,8.2,8.368,8.44,8.08
9.092,8.044,7.888,7.988,7.72,8.012,8.176,8.516,8.352,8.072
9.116,7.992,7.972,7.968,8.212,8.028,8.148,8.512,8.344,8.06
9.184,7.98,7.976,8.032,7.924,7.916,8.1,8.448,8.412,8.084
9.084,8.012,8.016,8.04,7.424,7.92,8.1,8.444,8.488,8.064
8.96,8.028,7.992,7.968,7.672,7.976,8.116,8.612,8.464,8.076
8.9,7.996,8.004,7.964,8.132,8.028,8.14,8.632,8.388,8.036
8.868,7.956,8.032,7.992,8.008,7.936,8.116,8.56,8.484,8.092
8.728,7.996,8.076,8.036,7.496,7.924,8.064,8.568,8.536,8.08
8.556,8.028,8.068,7.968,7.584,7.976,8.036,8.728,8.484,8.08
8.484,8.028,8.124,7.98,8.004,8.032,8.016,8.792,8.38,8.068
8.484,7.984,8.116,7.976,8.112,7.932,7.98,8.704,8.392,8.088
8.408,8,8.184,7.988,7.576,7.912,7.968,8.7,8.428,8.064
8.208,8.06,8.116,7.996,7.5,7.972,7.988,8.86,8.376,8.068
8.18,8.076,8.068,7.948,7.908,8.032,8.008,8.912,8.224,8.064
8.184,8.048,8.136,7.984,8.248,7.98,8.016,8.844,8.212,8.06
8.168,8.1,8.148,8.02,7.692,7.928,7.944,8.832,8.236,8.084
8.06,8.148,8.1,8.012,7.452,7.984,7.968,8.944,8.208,8.06
8.04,8.12,8.052,7.98,7.812,8.032,7.968,9.048,8.052,8.04
8.068,8.052,8.072,8.004,8.268,7.984,7.912,8.968,8.044,8.06
